account_id,company_name,industry_segment,account_manager,annual_revenue,device_count,tenure_months,contract_type,days_to_contract_renewal,auto_renewal_enabled,ctn_count,pct_lines_disconnected_90d,monthly_charges,avg_invoice_delay_days,late_payments_12mo,autopay_enabled,support_tickets_90d,support_calls_90d,avg_resolution_time_hours,escalations_90d,csat_score,platform_logins_90d,days_since_last_login,self_service_completion_rate,upgrade_funnel_abandon_rate,primary_dropoff_page,dropoff_severity,rate_plan_changes_90d,feature_adoption_count,device_upgrades_90d,accessory_purchases_90d,churn_label
ACC-104517,Clark-Arroyo,Pharmaceuticals,AM-025,22234.53,35,84,Month-to-Month,127,0,37,2.6,1821.56,6.6,0,1,2,2,21.4,0,9.7,11,24,0.89,0.33,Checkout / Payment,0.2,0,2,1,1,0
ACC-104518,Cortez-Ellis,Technology,AM-019,28356.71,45,25,1-Year,260,0,45,0.3,2328.4,7.9,3,0,4,0,5.8,1,6.5,13,5,0.81,0.23,Order Confirmation,0.67,1,2,0,0,0
ACC-104519,Guzman-Martin,Banking & Financial Services,AM-021,21447.72,42,15,Month-to-Month,314,0,43,2.7,1601.5,6.8,0,1,3,2,9.2,1,9.6,11,4,0.8,0.22,Support Handoff,0.5,1,1,1,2,1
ACC-104520,Castillo-Carlson,Hospitality,AM-007,28450.63,42,12,Month-to-Month,218,0,46,3.0,2201.04,0.5,2,1,0,1,6.7,1,9.1,10,53,0.36,0.56,Plan & Feature Selection,0.26,0,3,0,1,0
ACC-104521,"Mathews, Wright and Jensen",Government,AM-017,28700.77,55,36,Month-to-Month,233,1,57,6.5,2261.03,5.1,0,1,1,1,12.7,1,7.2,15,5,0.78,0.07,Plan & Feature Selection,0.83,1,6,0,0,1
ACC-104522,Farrell PLC,Technology,AM-020,21418.14,40,5,1-Year,168,1,40,5.9,1847.7,7.4,3,1,0,2,4.2,0,5.4,15,18,0.81,0.26,Plan & Feature Selection,0.2,2,2,0,0,0
ACC-104523,Vincent LLC,Small Business / Retail,AM-004,23284.55,55,37,Month-to-Month,143,1,55,0.2,2035.69,0.8,0,1,4,2,11.5,0,8.9,12,1,0.8,0.33,Support Handoff,0.28,2,1,0,2,0
ACC-104524,Turner Group,Education,AM-018,27143.43,51,37,Month-to-Month,260,0,51,6.0,2260.96,1.0,0,0,2,1,12.5,1,5.8,10,10,0.57,0.09,Checkout / Payment,0.24,2,1,1,1,1
ACC-104525,"Carroll, Moore and Brown",Hospitality,AM-011,20486.37,51,15,Month-to-Month,218,0,51,0.2,1732.56,6.2,2,1,3,5,17.2,1,8.3,20,11,0.87,0.62,Support Handoff,0.36,0,3,2,0,0
ACC-104526,Brewer Group,Pharmaceuticals,AM-004,21336.57,38,28,Month-to-Month,308,1,39,0.5,1705.07,1.7,2,1,4,0,12.3,0,8.1,7,21,0.61,0.49,Add to Cart,0.22,1,1,0,2,0
ACC-104527,"Walter, Jones and Butler",Energy & Utilities,AM-012,20965.52,49,20,2-Year,146,0,49,0.4,1560.4,2.0,1,1,2,1,7.3,0,7.7,9,17,0.62,0.27,Add to Cart,0.46,0,2,0,0,1
ACC-104528,Evans Inc,Education,AM-018,29592.08,39,7,Month-to-Month,99,1,39,0.6,2300.1,1.9,0,1,4,2,8.8,0,8.0,16,15,0.82,0.71,Login / Authentication,0.44,1,1,2,0,0
ACC-104529,Turner LLC,Education,AM-004,31054.26,54,35,Month-to-Month,182,1,54,4.9,2499.29,1.0,2,1,1,0,21.3,0,7.0,16,5,0.77,0.23,Login / Authentication,0.19,1,2,0,0,0
ACC-104530,Conrad-Clay,Logistics,AM-013,23648.1,42,32,2-Year,169,1,44,3.5,1982.0,11.2,1,1,1,3,8.2,0,5.9,7,9,0.3,0.3,Device Browse/Compare,0.35,2,5,0,0,1
ACC-104531,Martinez Ltd,Small Business / Retail,AM-005,31880.8,48,16,1-Year,233,0,49,3.5,2470.01,6.6,1,0,1,3,20.7,1,8.5,17,14,0.77,0.22,Plan & Feature Selection,0.65,0,0,2,1,0
ACC-104532,"Farley, Mcguire and Beard",Technology,AM-019,14823.06,33,84,1-Year,93,1,33,7.7,1141.98,1.2,1,0,0,0,21.9,1,10.0,10,8,0.52,0.15,Checkout / Payment,0.47,0,2,1,0,0
ACC-104533,Thompson-Rodriguez,Logistics,AM-004,20489.27,41,23,1-Year,117,0,42,1.5,1627.67,0.4,0,1,2,1,20.2,0,9.3,12,32,0.65,0.21,Checkout / Payment,0.31,2,2,2,1,0
ACC-104534,"Young, Kane and Riley",Education,AM-023,25311.93,38,3,2-Year,4,1,41,0.0,2019.19,1.9,1,0,2,2,12.1,0,8.7,11,36,0.66,0.07,Device Browse/Compare,0.43,1,2,0,1,1
ACC-104535,"Nelson, Johnson and Hart",Technology,AM-025,31298.85,53,48,Month-to-Month,85,1,54,3.1,2499.75,2.1,0,1,4,2,3.9,0,6.7,22,11,0.73,0.2,Device Browse/Compare,0.46,0,4,2,0,0
ACC-104536,Simon and Sons,Education,AM-020,24900.64,44,41,2-Year,167,1,46,6.1,1805.17,0.0,1,0,2,1,21.5,1,10.0,12,2,0.92,0.26,Plan & Feature Selection,0.1,1,1,0,1,0
ACC-104537,Brown Ltd,Energy & Utilities,AM-006,32177.18,47,44,2-Year,7,0,48,11.2,2408.85,8.7,3,0,1,1,14.9,0,8.5,12,4,0.78,0.21,Plan & Feature Selection,0.37,0,0,0,0,1
ACC-104538,Johnson-Jimenez,Education,AM-017,31355.1,57,10,1-Year,232,1,57,1.4,2703.05,7.6,0,1,3,0,6.8,0,8.1,12,43,0.8,0.7,Login / Authentication,0.6,2,3,0,1,0
ACC-104539,Gutierrez-Dudley,Technology,AM-018,29265.83,43,27,1-Year,251,0,44,5.2,2157.96,7.6,1,1,0,1,14.6,0,8.9,17,24,0.51,0.25,Login / Authentication,0.23,0,3,1,0,0
ACC-104540,"Merritt, Douglas and Chung",Banking & Financial Services,AM-017,30130.74,42,23,1-Year,85,1,46,5.7,2213.42,6.6,0,1,1,2,6.1,1,5.7,11,19,0.47,0.15,Checkout / Payment,0.47,1,3,0,0,1
ACC-104541,Mckinney-Higgins,Energy & Utilities,AM-014,26224.44,54,20,Month-to-Month,319,1,56,0.5,2214.73,5.3,1,0,4,3,28.0,0,7.9,5,7,0.83,0.08,Login / Authentication,0.4,0,5,1,1,0
ACC-104542,Pham Inc,Pharmaceuticals,AM-004,28063.71,52,57,Month-to-Month,193,0,52,3.0,2308.45,4.0,1,1,1,0,12.9,0,9.0,17,7,0.41,0.15,Order Confirmation,0.25,2,2,0,0,0
ACC-104543,"Nelson, Wiggins and Young",Pharmaceuticals,AM-001,13479.93,35,24,2-Year,123,1,36,0.6,1085.17,12.9,1,1,3,0,5.2,0,7.7,20,12,0.66,0.3,Support Handoff,0.44,0,1,0,0,0
ACC-104544,Patrick-Forbes,Logistics,AM-006,20543.77,42,17,1-Year,89,0,42,1.8,1718.36,5.0,1,1,4,4,15.9,0,4.7,8,12,0.6,0.46,Checkout / Payment,0.29,3,6,0,1,1
ACC-104545,Russo Group,Logistics,AM-021,19114.02,30,17,Month-to-Month,95,1,33,6.3,1420.23,4.0,0,1,3,2,15.9,3,8.9,12,14,0.88,0.29,Add to Cart,0.36,1,1,0,1,0
ACC-104546,"Crane, Freeman and Hall",Energy & Utilities,AM-019,26675.55,40,9,2-Year,300,1,43,4.7,2150.6,6.2,2,0,4,0,1.6,0,7.1,10,13,0.88,0.57,Checkout / Payment,0.53,2,1,0,2,1
ACC-104547,"Williams, Cox and George",Energy & Utilities,AM-010,22484.89,40,25,1-Year,358,0,40,2.5,1963.89,1.1,0,0,1,2,13.1,0,9.7,13,6,0.66,0.31,Add to Cart,0.4,0,3,1,0,0
ACC-104548,Hoover-Stephens,Education,AM-010,17275.53,34,60,Month-to-Month,45,0,38,5.0,1481.37,13.7,2,1,3,0,10.2,1,7.4,16,3,0.52,0.28,Support Handoff,0.63,0,0,0,2,1
ACC-104549,Hopkins-Watson,Banking & Financial Services,AM-010,28271.04,56,18,1-Year,253,1,57,0.5,2211.96,0.1,2,1,3,1,2.6,0,6.0,9,53,0.71,0.41,Checkout / Payment,0.37,0,2,0,0,0
ACC-104550,"Fernandez, Flores and Fowler",Technology,AM-008,24746.17,31,29,1-Year,51,1,35,0.7,1940.95,4.2,1,1,5,4,13.0,0,7.8,3,1,0.7,0.24,Support Handoff,0.22,0,1,2,1,0
ACC-104551,Thompson-Morales,Technology,AM-011,24871.02,42,20,Month-to-Month,65,1,46,0.7,1961.84,0.3,0,1,4,1,23.8,1,7.7,10,26,0.67,0.23,Plan & Feature Selection,0.44,1,2,0,1,1
ACC-104552,Lucero-Saunders,Manufacturing,AM-024,28292.42,49,22,2-Year,54,1,50,4.5,2295.7,7.7,0,1,6,1,6.8,0,9.2,15,3,0.91,0.32,Device Browse/Compare,0.02,0,3,0,0,0
ACC-104553,Olsen Group,Logistics,AM-011,28587.05,46,42,Month-to-Month,222,1,48,6.6,2461.54,13.7,1,0,2,0,8.5,0,8.3,16,46,0.8,0.18,Plan & Feature Selection,0.52,0,4,0,1,1
ACC-104554,"Daniels, Ward and Reynolds",Pharmaceuticals,AM-011,23173.96,42,9,1-Year,72,1,42,2.5,1863.29,2.1,2,1,1,0,3.1,0,6.2,18,10,0.54,0.28,Login / Authentication,0.39,0,2,1,0,0
ACC-104555,"King, Taylor and Middleton",Education,AM-008,29101.17,50,6,Month-to-Month,168,0,51,9.5,2233.12,7.8,2,1,1,1,17.1,1,8.5,16,6,0.67,0.2,Add to Cart,0.39,1,3,0,1,1
ACC-104556,"Owens, Molina and Hensley",Energy & Utilities,AM-010,26001.97,44,48,1-Year,186,0,46,3.9,1953.96,1.6,2,0,5,1,14.7,1,9.2,10,38,0.84,0.4,Support Handoff,0.39,1,3,2,0,0
ACC-104557,Preston LLC,Government,AM-008,24659.74,45,15,Month-to-Month,143,1,47,2.5,1923.59,0.7,1,0,2,4,8.5,0,6.1,14,6,0.77,0.78,Checkout / Payment,0.3,0,3,4,1,0
ACC-104558,"Hull, Mcgrath and Thomas",Hospitality,AM-019,27388.95,47,17,Month-to-Month,19,0,50,2.8,2307.16,1.3,0,1,4,3,8.3,0,7.9,9,11,0.92,0.18,Login / Authentication,0.12,0,2,0,1,1
ACC-104559,Fernandez-Collier,Manufacturing,AM-015,15455.77,44,84,2-Year,10,1,44,5.7,1338.49,1.4,1,1,6,0,9.3,0,5.6,12,24,0.53,0.22,Support Handoff,0.31,0,3,0,1,0
ACC-104560,Rosales PLC,Education,AM-002,27517.3,48,40,Month-to-Month,272,1,49,0.3,2063.44,4.0,2,1,3,2,31.6,0,10.0,9,21,0.89,0.39,Support Handoff,0.4,1,2,0,1,0
ACC-104561,Rowland and Sons,Manufacturing,AM-025,30735.35,45,11,2-Year,171,0,47,0.6,2318.13,6.4,3,1,0,1,5.9,0,9.3,9,34,0.74,0.11,Checkout / Payment,0.19,1,2,1,1,1
ACC-104562,"Sanders, Colon and Gilmore",Small Business / Retail,AM-013,22209.57,38,50,1-Year,364,0,39,0.9,1887.19,0.9,5,0,1,1,1.5,1,6.7,11,7,0.67,0.47,Checkout / Payment,0.31,2,0,0,1,0
ACC-104563,"Stephens, Stone and Johnston",Energy & Utilities,AM-021,39960.03,50,41,2-Year,16,1,52,6.8,2927.0,0.4,1,0,1,1,16.2,2,6.6,14,3,0.81,0.47,Checkout / Payment,0.34,0,0,1,2,0
ACC-104564,Michael-Ortega,Government,AM-009,35691.75,51,1,1-Year,80,0,53,8.7,2740.07,1.0,2,1,2,3,0.9,0,7.4,4,9,0.79,0.61,Device Browse/Compare,0.36,1,0,1,0,1
ACC-104565,Singh Ltd,Pharmaceuticals,AM-009,28790.24,46,26,Month-to-Month,284,1,48,1.3,2316.77,1.4,3,1,0,2,9.2,0,7.4,20,17,0.52,0.23,Add to Cart,0.1,2,3,0,0,0
ACC-104566,"French, Burns and Nguyen",Small Business / Retail,AM-003,31283.06,50,9,Month-to-Month,190,0,52,7.7,2351.92,1.3,2,1,2,3,11.9,0,7.1,19,5,0.72,0.28,Login / Authentication,0.3,0,2,1,0,1
ACC-104567,Kelley-Foster,Education,AM-001,20899.95,38,22,2-Year,148,1,39,2.4,1612.56,1.0,3,1,1,0,14.0,0,7.4,12,17,0.96,0.7,Add to Cart,0.09,0,4,0,1,0
ACC-104568,"Weiss, Robinson and Bell",Logistics,AM-008,35398.59,51,84,2-Year,163,0,53,1.9,2598.39,2.5,0,1,2,2,14.0,0,5.6,11,3,0.88,0.05,Plan & Feature Selection,0.19,0,3,2,0,0
ACC-104569,Watts-Travis,Healthcare,AM-019,35311.25,55,43,Month-to-Month,265,1,56,5.4,2664.92,7.8,1,0,1,2,4.9,0,5.5,6,78,0.77,0.17,Device Browse/Compare,0.39,1,2,0,1,1
ACC-104570,Bowman Group,Hospitality,AM-006,30041.39,58,47,1-Year,360,1,59,2.4,2478.34,0.4,2,1,1,1,3.8,0,5.6,12,12,0.61,0.51,Checkout / Payment,0.35,1,4,1,1,0
ACC-104571,Flowers and Sons,Hospitality,AM-012,18648.31,40,20,1-Year,138,1,41,1.8,1560.59,7.9,0,0,5,2,12.3,0,7.9,9,1,0.7,0.45,Device Browse/Compare,0.28,1,0,0,0,1
ACC-104572,"Smith, Leon and Wagner",Logistics,AM-012,21397.06,40,47,2-Year,301,1,42,0.0,1872.16,2.7,2,0,2,3,10.9,0,9.4,13,2,0.73,0.3,Checkout / Payment,0.06,0,1,1,0,0
ACC-104573,Simpson Inc,Technology,AM-020,30652.72,40,13,2-Year,30,0,42,0.0,2278.42,4.3,2,0,3,1,34.4,0,10.0,16,13,0.66,0.37,Plan & Feature Selection,0.11,1,0,0,3,0
ACC-104574,"Clements, Allen and Sullivan",Banking & Financial Services,AM-006,25534.04,42,26,2-Year,304,0,45,3.0,2064.67,6.8,1,0,7,2,20.2,0,10.0,14,12,0.83,0.41,Add to Cart,0.48,2,1,0,2,0
ACC-104575,Weaver Inc,Banking & Financial Services,AM-010,27875.84,44,42,2-Year,168,0,46,0.2,2080.45,1.5,2,1,2,1,9.5,2,6.1,13,8,0.27,0.21,Add to Cart,0.3,2,4,0,1,0
ACC-104576,Johnson Inc,Small Business / Retail,AM-001,24215.88,33,41,2-Year,91,1,37,4.0,1790.26,12.3,2,0,5,3,10.4,0,9.7,10,14,0.78,0.58,Device Browse/Compare,0.36,0,5,1,2,0
ACC-104577,Martinez-Lopez,Technology,AM-010,24183.57,40,6,Month-to-Month,91,0,40,2.9,1954.02,0.3,0,1,1,3,5.8,0,7.8,9,2,0.61,0.2,Add to Cart,0.6,0,3,1,0,1
ACC-104578,"Jones, King and Tapia",Banking & Financial Services,AM-007,29357.07,45,78,2-Year,211,1,47,1.8,2208.59,3.0,1,0,4,0,19.9,0,8.5,11,2,0.68,0.32,Plan & Feature Selection,0.74,2,0,0,1,0
ACC-104579,Duffy-Stanley,Manufacturing,AM-018,19196.38,33,11,1-Year,330,1,33,3.7,1473.89,1.2,0,0,1,2,27.1,1,10.0,17,5,0.87,0.39,Add to Cart,0.5,0,2,1,0,0
ACC-104580,Wolfe LLC,Manufacturing,AM-013,25162.64,46,84,2-Year,300,0,47,14.9,1923.92,2.1,0,0,2,2,4.7,1,9.8,12,26,0.93,0.34,Checkout / Payment,0.31,1,3,0,1,0
ACC-104581,Hughes-Clark,Education,AM-010,29649.6,43,43,1-Year,174,1,44,0.8,2333.71,2.4,0,0,1,2,15.9,0,6.4,6,4,0.75,0.22,Device Browse/Compare,0.18,2,0,2,1,0
ACC-104582,Harvey-Gillespie,Healthcare,AM-002,24691.87,44,40,Month-to-Month,134,0,46,2.4,1912.88,9.8,0,1,5,0,7.5,0,7.0,8,20,0.91,0.58,Plan & Feature Selection,0.33,1,0,0,2,1
ACC-104583,"Mendez, Williams and Henry",Pharmaceuticals,AM-014,27286.41,40,11,1-Year,24,0,40,5.6,2303.15,2.3,3,0,4,3,16.0,0,7.3,12,13,0.88,0.29,Checkout / Payment,0.79,1,1,0,0,1
ACC-104584,Porter LLC,Small Business / Retail,AM-001,33022.83,55,16,1-Year,201,1,55,0.1,2542.92,4.8,3,1,1,2,30.9,0,7.8,13,6,0.85,0.19,Checkout / Payment,0.77,1,1,0,0,0
ACC-104585,Scott Group,Energy & Utilities,AM-003,25540.12,42,74,Month-to-Month,219,1,45,0.7,2043.97,12.1,3,1,2,1,3.2,0,8.3,20,2,0.67,0.09,Support Handoff,0.47,1,0,1,1,1
ACC-104586,Mullins-Carrillo,Logistics,AM-019,25622.55,40,67,Month-to-Month,7,1,41,2.2,2094.27,2.7,2,0,3,0,11.6,0,10.0,16,20,0.79,0.38,Plan & Feature Selection,0.23,1,3,0,0,0
ACC-104587,Barker-Oliver,Technology,AM-002,21232.42,40,21,1-Year,6,0,43,2.4,1710.3,2.1,0,1,6,3,9.1,0,7.3,17,9,0.64,0.49,Checkout / Payment,0.38,0,4,0,3,0
ACC-104588,Avery-Cohen,Logistics,AM-018,37570.85,59,19,Month-to-Month,118,1,60,0.3,2975.46,14.4,0,1,2,1,16.1,0,6.8,13,14,0.68,0.11,Checkout / Payment,0.16,0,0,0,0,0
ACC-104589,James Group,Technology,AM-008,21328.65,33,20,Month-to-Month,161,1,34,1.6,1561.35,7.0,2,0,4,1,11.6,0,7.8,13,9,0.39,0.36,Plan & Feature Selection,0.5,2,1,1,0,0
ACC-104590,Wells PLC,Hospitality,AM-008,27089.73,43,51,Month-to-Month,85,1,44,2.2,2124.63,11.2,0,1,3,1,8.9,0,6.5,9,18,0.91,0.23,Device Browse/Compare,0.48,1,0,0,0,0
ACC-104591,Miller Ltd,Energy & Utilities,AM-012,21308.5,38,47,2-Year,248,1,41,1.6,1620.78,2.0,3,1,3,0,9.4,0,10.0,9,1,0.8,0.14,Plan & Feature Selection,0.19,0,6,0,2,0
ACC-104592,"Welch, Davis and James",Logistics,AM-014,18102.22,38,31,2-Year,166,0,38,3.6,1499.34,4.8,0,1,0,1,11.1,0,5.5,14,1,0.41,0.56,Checkout / Payment,0.38,1,4,2,0,0
ACC-104593,Allen-Riggs,Small Business / Retail,AM-024,16041.14,39,26,Month-to-Month,145,1,43,4.4,1304.61,1.1,1,0,2,0,9.4,0,3.7,9,5,0.74,0.12,Plan & Feature Selection,0.09,2,2,2,0,0
ACC-104594,Morris PLC,Technology,AM-004,20492.91,43,20,2-Year,31,0,43,1.9,1777.7,8.0,1,0,3,2,11.5,0,6.0,8,24,0.77,0.26,Plan & Feature Selection,0.21,0,1,1,1,1
ACC-104595,"Bond, Robinson and Jenkins",Education,AM-010,24261.74,45,84,1-Year,220,1,47,1.7,1923.35,10.8,0,1,3,1,5.2,0,3.8,7,8,0.44,0.36,Device Browse/Compare,0.17,0,4,0,2,1
ACC-104596,Sutton PLC,Small Business / Retail,AM-002,19303.86,33,7,Month-to-Month,133,1,37,3.7,1467.46,1.2,0,1,3,1,28.4,2,8.1,18,57,0.18,0.29,Checkout / Payment,0.43,1,0,1,2,0
ACC-104597,"Norman, Walls and Wallace",Education,AM-007,22032.39,39,17,Month-to-Month,64,1,40,2.4,1763.05,0.4,1,0,1,0,25.2,0,5.2,29,23,0.67,0.1,Checkout / Payment,0.03,2,1,0,1,0
ACC-104598,"White, Hill and Cunningham",Healthcare,AM-018,20274.15,34,30,1-Year,76,0,35,6.1,1592.99,0.9,2,1,0,1,18.7,1,10.0,12,14,0.62,0.42,Checkout / Payment,0.21,0,2,1,1,0
ACC-104599,"Valdez, Williams and Richards",Government,AM-016,25650.57,45,5,1-Year,131,1,45,2.0,2204.91,4.0,0,1,4,1,12.0,0,7.9,16,4,0.67,0.31,Add to Cart,0.23,0,4,0,1,0
ACC-104600,"Black, Thompson and Hayes",Pharmaceuticals,AM-001,31255.67,54,15,2-Year,312,1,55,2.6,2723.95,1.3,0,1,3,3,29.0,2,6.9,10,5,0.6,0.27,Checkout / Payment,0.12,0,6,0,0,0
ACC-104601,Williams PLC,Energy & Utilities,AM-003,30350.54,46,84,Month-to-Month,319,1,48,0.4,2409.78,4.1,1,0,1,2,1.3,0,5.3,16,6,0.92,0.4,Order Confirmation,0.7,3,3,1,0,0
ACC-104602,Simmons-Mcdaniel,Energy & Utilities,AM-018,25339.5,43,45,Month-to-Month,361,1,43,5.4,2173.15,1.7,0,1,2,1,16.3,1,7.8,23,28,0.6,0.42,Support Handoff,0.15,0,0,0,0,0
ACC-104603,Gonzalez Group,Banking & Financial Services,AM-012,24611.98,38,15,2-Year,38,1,39,1.6,1840.9,9.9,1,0,2,2,3.4,0,10.0,16,24,0.42,0.35,Checkout / Payment,0.08,1,4,0,2,0
ACC-104604,Smith Ltd,Government,AM-022,17548.96,32,14,Month-to-Month,54,0,32,3.8,1454.14,2.4,0,1,7,3,12.7,0,4.1,4,20,0.59,0.37,Plan & Feature Selection,0.41,0,3,0,0,1
ACC-104605,"Whitehead, Barton and Williams",Pharmaceuticals,AM-005,27081.87,41,7,1-Year,130,1,41,1.7,2149.75,2.8,3,1,3,3,14.1,1,9.0,19,11,0.65,0.39,Order Confirmation,0.26,0,1,1,0,1
ACC-104606,Walker Ltd,Logistics,AM-011,31330.2,44,16,Month-to-Month,218,1,45,0.0,2274.58,1.7,0,1,3,1,14.8,2,6.0,15,7,0.43,0.19,Plan & Feature Selection,0.22,0,0,1,0,1
ACC-104607,"Bruce, Perez and Wallace",Technology,AM-011,19420.69,44,35,Month-to-Month,2,0,47,1.5,1557.78,0.3,3,1,0,4,7.3,1,9.6,9,20,0.77,0.42,Support Handoff,0.57,1,3,2,3,0
ACC-104608,"Gould, Wilson and Martin",Small Business / Retail,AM-018,25706.3,47,31,Month-to-Month,246,1,47,0.5,2050.03,2.7,1,0,1,4,19.7,1,6.1,8,6,0.65,0.27,Plan & Feature Selection,0.55,0,1,1,2,1
ACC-104609,Yang PLC,Manufacturing,AM-006,17991.18,42,17,Month-to-Month,140,1,44,1.5,1345.2,6.0,2,0,2,4,8.3,0,10.0,7,22,0.55,0.13,Order Confirmation,0.48,1,0,2,1,0
ACC-104610,"Johnson, Crawford and Bauer",Government,AM-002,16460.03,43,10,Month-to-Month,296,1,45,1.2,1368.73,12.2,4,1,2,3,18.1,1,8.6,8,2,0.8,0.13,Plan & Feature Selection,0.3,0,3,0,1,0
ACC-104611,Smith-Warren,Healthcare,AM-015,21550.72,42,20,Month-to-Month,258,1,45,0.7,1841.8,0.3,2,1,2,0,7.6,0,5.7,13,15,0.62,0.21,Plan & Feature Selection,0.68,0,1,0,0,1
ACC-104612,"Richardson, Stephens and Barnes",Banking & Financial Services,AM-015,19656.78,38,20,1-Year,105,1,39,0.4,1715.07,6.4,1,1,2,2,9.6,1,5.8,7,2,0.46,0.12,Support Handoff,0.05,0,2,1,1,0
ACC-104613,Ramirez PLC,Logistics,AM-019,27170.89,45,41,1-Year,336,1,49,3.9,2038.72,1.2,1,1,1,0,10.4,0,7.1,18,12,0.87,0.39,Device Browse/Compare,0.21,1,1,0,1,0
ACC-104614,"Henderson, Brown and Baker",Education,AM-009,18006.04,42,28,Month-to-Month,185,1,43,4.2,1324.03,6.9,0,1,1,4,9.5,0,5.6,12,2,0.8,0.32,Add to Cart,0.6,1,2,2,3,0
ACC-104615,"Howard, Morales and Calhoun",Small Business / Retail,AM-014,29680.13,45,25,2-Year,303,1,46,0.9,2355.24,1.7,1,1,3,0,23.9,0,4.6,15,34,0.68,0.2,Checkout / Payment,0.34,1,3,0,1,0
ACC-104616,Martinez and Sons,Manufacturing,AM-004,25664.68,50,54,Month-to-Month,244,1,51,2.1,2006.57,0.5,1,1,1,0,5.7,0,9.7,16,8,0.55,0.29,Plan & Feature Selection,0.55,0,1,1,3,0
ACC-104617,Hudson Ltd,Technology,AM-003,27031.46,45,67,Month-to-Month,164,0,46,1.9,2250.09,3.8,4,1,4,4,39.9,2,4.0,10,15,0.68,0.13,Login / Authentication,0.75,0,1,1,0,1
ACC-104618,Griffin PLC,Government,AM-009,19790.0,38,31,1-Year,132,0,39,1.3,1543.02,9.0,1,0,5,2,5.2,0,10.0,9,6,0.89,0.23,Checkout / Payment,0.65,0,2,1,0,0
ACC-104619,Grant-Woods,Education,AM-024,20141.93,39,31,1-Year,203,0,39,1.0,1599.74,0.8,2,0,5,7,4.8,1,6.7,9,12,0.62,0.47,Plan & Feature Selection,0.34,0,2,1,1,1
ACC-104620,"Lopez, Gutierrez and Castro",Banking & Financial Services,AM-010,27557.48,41,21,1-Year,210,1,43,0.6,2084.19,0.1,1,0,2,2,1.8,0,8.3,9,19,0.87,0.25,Device Browse/Compare,0.33,0,2,2,1,0
ACC-104621,Harris LLC,Healthcare,AM-001,26107.3,46,11,Month-to-Month,347,1,46,6.2,1941.51,8.6,0,0,2,1,7.9,0,10.0,18,6,0.73,0.27,Plan & Feature Selection,0.31,1,0,0,1,0
ACC-104622,Francis Group,Government,AM-010,21883.16,36,44,2-Year,101,0,37,5.4,1715.47,4.8,1,1,4,0,10.5,1,8.7,14,4,0.5,0.19,Plan & Feature Selection,0.3,1,1,0,3,0
ACC-104623,Watson PLC,Pharmaceuticals,AM-002,28979.99,43,38,1-Year,271,1,45,1.6,2124.84,6.6,3,1,2,2,13.3,0,6.3,14,18,0.74,0.14,Login / Authentication,0.41,3,3,0,0,0
ACC-104624,Rodriguez Ltd,Hospitality,AM-009,13250.07,27,23,Month-to-Month,49,1,29,3.8,973.91,0.2,0,1,2,2,4.2,0,10.0,7,2,0.7,0.6,Checkout / Payment,0.43,0,1,1,1,0
ACC-104625,Richards-Smith,Small Business / Retail,AM-021,17448.35,27,28,Month-to-Month,239,1,30,2.1,1464.67,8.8,2,1,2,4,8.3,0,4.2,9,26,0.96,0.12,Support Handoff,0.18,0,1,1,0,0
ACC-104626,Flores and Sons,Energy & Utilities,AM-013,22418.08,45,51,2-Year,215,1,48,0.3,1799.96,2.2,0,1,2,4,26.8,1,7.9,10,12,0.77,0.15,Device Browse/Compare,0.53,2,3,0,2,0
ACC-104627,Solis-Lopez,Pharmaceuticals,AM-013,15191.93,35,57,1-Year,291,0,36,5.2,1300.01,9.1,0,0,2,2,21.2,0,9.8,8,2,0.96,0.21,Plan & Feature Selection,0.16,0,2,0,1,0
ACC-104628,Mendoza-Lewis,Healthcare,AM-022,20704.17,39,1,Month-to-Month,350,0,42,0.7,1645.86,0.3,0,1,4,2,2.0,0,6.7,14,9,0.7,0.34,Order Confirmation,0.33,0,5,1,2,1
ACC-104629,Hughes Ltd,Technology,AM-005,30848.38,41,14,Month-to-Month,280,0,44,3.7,2266.7,8.6,1,0,1,0,5.1,1,5.6,21,7,0.64,0.11,Checkout / Payment,0.21,1,2,0,2,1
ACC-104630,"Weaver, Lara and Thomas",Government,AM-025,19725.08,50,23,Month-to-Month,316,0,51,2.2,1642.05,4.5,0,1,3,2,6.6,2,5.3,10,3,0.58,0.63,Login / Authentication,0.41,0,6,0,2,1
ACC-104631,Hodge and Sons,Energy & Utilities,AM-009,30529.13,49,9,1-Year,77,1,49,3.5,2460.19,3.2,0,1,5,1,5.8,0,7.3,17,1,0.8,0.23,Add to Cart,0.29,1,2,0,0,0
ACC-104632,Woods Inc,Pharmaceuticals,AM-014,30697.53,43,28,2-Year,304,0,47,1.9,2242.67,0.3,1,1,2,1,1.5,0,3.9,14,9,0.58,0.26,Plan & Feature Selection,0.54,0,3,0,1,0
ACC-104633,"Martin, Sims and Gutierrez",Manufacturing,AM-022,34242.4,51,14,Month-to-Month,151,1,55,3.6,2507.71,4.7,1,1,4,2,7.4,0,4.1,10,16,0.78,0.01,Checkout / Payment,0.49,1,2,0,1,1
ACC-104634,"Ward, Perez and Baker",Logistics,AM-022,30927.02,47,29,Month-to-Month,297,0,48,0.1,2254.72,3.6,3,0,2,1,15.2,0,6.3,10,33,0.91,0.01,Support Handoff,0.26,1,0,2,0,0
